user_id,partner_id,signup_days,age_group,kyc_status,uses_payments,uses_lending,uses_investing,uses_insurance,product_count,logins_30d,txn_count_30d,txn_volume_30d,support_tickets_30d,feature_clicks_30d,days_since_last_login,days_since_last_txn,recency,frequency,monetary,lifecycle_stage,churned,days_to_churn
U004234,PAY_CORP,256,55+,verified,1,0,0,0,1,15,6,1492.61,0,44,9,114,114,6,1492.61,Active,0,569
U004235,PAY_CORP,526,18-24,verified,1,1,1,0,3,28,4,3495.79,4,19,53,34,34,4,3495.79,Dormant,0,246
U004236,LEND_NOW,524,35-44,verified,1,1,0,0,2,26,4,8441.49,2,109,77,71,71,4,8441.49,Churned,0,331
U004237,WALLET_GO,79,25-34,pending,1,0,0,0,1,18,4,130.64,2,15,35,35,35,4,130.64,Dormant,0,699
U004238,INVEST_X,435,25-34,verified,1,1,0,0,2,12,11,1443.12,0,78,85,54,54,11,1443.12,Churned,0,507
U004239,INVEST_X,266,35-44,verified,0,1,0,0,1,6,8,506.92,3,26,67,65,65,8,506.92,Churned,1,106
U004240,WALLET_GO,454,35-44,verified,1,1,0,0,2,2,45,5554.43,1,79,85,63,63,45,5554.43,Churned,0,286
U004241,WALLET_GO,300,45-54,pending,1,0,1,0,2,14,32,883.68,2,8,19,29,29,32,883.68,Active,0,189
U004242,LEND_NOW,400,35-44,verified,1,1,0,0,2,37,34,10514.8,1,60,66,20,20,34,10514.8,Churned,0,193
U004243,LEND_NOW,523,45-54,verified,1,1,0,0,2,28,44,1355.32,5,77,49,72,72,44,1355.32,Dormant,1,146
U004244,WALLET_GO,232,35-44,pending,1,0,1,0,2,18,35,4722.47,4,101,87,88,88,35,4722.47,Churned,0,704
U004245,PAY_CORP,167,18-24,verified,1,0,0,0,1,42,9,15596.87,2,80,74,51,51,9,15596.87,Churned,0,601
U004246,WALLET_GO,517,18-24,pending,1,0,0,1,2,44,53,10426.25,5,65,60,24,24,53,10426.25,Churned,0,688
U004247,PAY_CORP,683,35-44,verified,1,0,0,0,1,24,0,2270.95,4,31,80,46,46,0,2270.95,Churned,1,90
U004248,PAY_CORP,336,35-44,pending,0,0,0,0,0,23,18,1593.39,1,100,69,93,93,18,1593.39,Churned,0,207
U004249,WALLET_GO,718,18-24,verified,1,0,0,0,1,18,25,10205.66,3,85,16,86,86,25,10205.66,Champion,0,383
U004250,LEND_NOW,157,25-34,verified,1,1,1,0,3,36,12,4124.74,0,43,39,16,16,12,4124.74,Dormant,0,589
U004251,PAY_CORP,595,25-34,verified,1,1,0,0,2,40,25,926.2,4,33,79,66,66,25,926.2,Churned,0,261
U004252,PAY_CORP,711,35-44,verified,1,0,0,0,1,34,10,1490.68,1,23,1,72,72,10,1490.68,Champion,0,693
U004253,INVEST_X,236,25-34,pending,0,1,0,0,1,8,26,3851.67,4,92,56,23,23,26,3851.67,Dormant,1,150
U004254,WALLET_GO,132,25-34,verified,1,1,1,0,3,29,6,1641.12,2,107,45,100,100,6,1641.12,Dormant,0,243
U004255,PAY_CORP,488,18-24,verified,1,1,1,0,3,3,33,2472.89,2,36,18,33,33,33,2472.89,Active,0,390
U004256,PAY_CORP,629,25-34,verified,1,0,0,1,2,8,33,1510.7,0,23,32,56,56,33,1510.7,Dormant,0,586
U004257,LEND_NOW,87,35-44,pending,0,0,1,0,1,14,58,7531.3,0,52,1,78,78,58,7531.3,Active,0,363
U004258,INSURE_IT,472,55+,failed,1,1,0,1,3,2,10,2404.59,4,96,12,115,115,10,2404.59,At-Risk,0,571
U004259,PAY_CORP,631,25-34,verified,0,1,1,0,2,3,16,1632.01,2,105,33,2,2,16,1632.01,Dormant,0,635
U004260,INSURE_IT,52,35-44,verified,1,1,0,0,2,11,37,344.64,0,116,11,6,6,37,344.64,Active,0,374
U004261,WALLET_GO,386,35-44,pending,1,1,1,0,3,18,34,1300.3,5,91,38,117,117,34,1300.3,Dormant,0,666
U004262,PAY_CORP,83,35-44,pending,0,1,0,0,1,6,35,593.09,5,71,62,100,100,35,593.09,Churned,0,583
U004263,WALLET_GO,151,25-34,verified,1,1,1,0,3,10,50,7253.68,4,17,22,54,54,50,7253.68,Active,0,516
U004264,INVEST_X,365,18-24,verified,1,0,0,0,1,18,29,239.46,3,100,29,105,105,29,239.46,Champion,0,260
U004265,LEND_NOW,255,55+,pending,1,0,1,0,2,8,26,3132.18,2,45,0,104,104,26,3132.18,Active,0,307
U004266,LEND_NOW,88,55+,verified,1,1,1,0,3,43,20,425.56,3,28,10,23,23,20,425.56,Champion,0,407
U004267,WALLET_GO,582,25-34,failed,1,1,0,0,2,8,0,1717.35,2,34,41,101,101,0,1717.35,Dormant,0,628
U004268,WALLET_GO,170,35-44,pending,1,0,0,0,1,13,23,693.84,1,58,70,70,70,23,693.84,Churned,0,517
U004269,WALLET_GO,630,18-24,pending,1,1,1,1,4,11,21,1169.51,0,52,83,83,83,21,1169.51,Churned,0,419
U004270,INSURE_IT,151,18-24,pending,1,1,0,0,2,16,43,8212.39,2,116,43,36,36,43,8212.39,Dormant,0,322
U004271,LEND_NOW,388,18-24,failed,1,1,1,0,3,24,42,1235.52,1,28,84,102,102,42,1235.52,Churned,0,475
U004272,WALLET_GO,531,35-44,verified,1,0,0,0,1,15,16,2108.51,2,50,57,61,61,16,2108.51,Dormant,0,590
U004273,WALLET_GO,361,25-34,pending,1,1,0,0,2,0,11,6445.52,3,4,44,22,22,11,6445.52,Dormant,1,110
U004274,PAY_CORP,317,25-34,verified,1,1,1,0,3,27,40,6786.26,3,24,31,12,12,40,6786.26,Dormant,0,331
U004275,PAY_CORP,548,18-24,verified,1,0,0,0,1,27,39,1076.73,5,112,81,88,88,39,1076.73,Churned,0,688
U004276,LEND_NOW,38,18-24,verified,1,1,1,0,3,42,17,13542.0,1,117,16,102,102,17,13542.0,Champion,0,480
U004277,WALLET_GO,600,25-34,verified,1,0,0,0,1,31,3,13869.81,4,113,8,50,50,3,13869.81,Active,0,364
U004278,PAY_CORP,506,35-44,verified,1,0,0,1,2,42,29,3144.77,5,11,74,9,9,29,3144.77,Churned,1,48
U004279,WALLET_GO,557,35-44,verified,1,1,0,0,2,32,40,672.43,0,41,76,91,91,40,672.43,Churned,0,670
U004280,PAY_CORP,320,25-34,verified,1,1,1,0,3,35,12,1586.26,3,116,78,8,8,12,1586.26,Churned,0,578
U004281,LEND_NOW,295,25-34,verified,1,0,1,0,2,22,30,1950.27,1,61,50,105,105,30,1950.27,Dormant,0,656
U004282,INVEST_X,424,45-54,verified,1,1,1,0,3,30,54,2678.45,3,51,23,96,96,54,2678.45,Champion,0,458
U004283,PAY_CORP,472,25-34,verified,1,1,0,0,2,20,42,3430.31,4,74,6,39,39,42,3430.31,Champion,0,699
U004284,WALLET_GO,668,25-34,verified,1,1,0,0,2,14,51,119.0,3,83,53,66,66,51,119.0,Dormant,0,713
U004285,PAY_CORP,621,45-54,verified,1,0,0,0,1,27,1,431.03,4,26,5,43,43,1,431.03,Active,1,43
U004286,INSURE_IT,67,35-44,pending,1,0,0,0,1,21,56,1907.98,0,90,21,38,38,56,1907.98,Champion,0,297
U004287,PAY_CORP,134,25-34,verified,1,0,0,1,2,13,57,6167.32,0,98,2,74,74,57,6167.32,Active,0,323
U004288,INSURE_IT,683,25-34,verified,0,1,0,0,1,43,39,2308.91,5,56,88,97,97,39,2308.91,Churned,0,325
U004289,INVEST_X,297,18-24,verified,0,1,0,0,1,5,34,1815.35,1,29,29,35,35,34,1815.35,Active,0,679
U004290,PAY_CORP,430,18-24,verified,0,1,0,0,1,5,10,418.75,4,98,47,83,83,10,418.75,Dormant,1,41
U004291,PAY_CORP,69,45-54,verified,1,1,0,0,2,22,40,1431.49,1,38,48,81,81,40,1431.49,Dormant,1,32
U004292,PAY_CORP,102,35-44,pending,1,0,1,0,2,0,37,6325.8,0,74,50,32,32,37,6325.8,Dormant,0,197
U004293,INVEST_X,312,18-24,verified,1,0,1,1,3,39,48,1291.84,5,15,70,34,34,48,1291.84,Churned,0,577
U004294,WALLET_GO,524,18-24,failed,1,1,0,0,2,14,11,7554.98,2,116,58,31,31,11,7554.98,Dormant,0,495
U004295,LEND_NOW,562,25-34,verified,1,0,0,0,1,21,2,1022.67,3,18,53,57,57,2,1022.67,Dormant,0,562
U004296,LEND_NOW,647,25-34,pending,1,1,1,0,3,25,28,12194.16,5,103,84,64,64,28,12194.16,Churned,1,59
U004297,INVEST_X,165,35-44,verified,0,0,1,1,2,12,9,9896.24,1,71,44,118,118,9,9896.24,Dormant,0,504
U004298,INVEST_X,169,25-34,pending,0,1,0,1,2,5,52,2900.88,4,48,21,27,27,52,2900.88,Active,0,384
U004299,INVEST_X,403,45-54,pending,1,0,0,0,1,9,9,265.87,3,116,21,68,68,9,265.87,Active,0,446
U004300,LEND_NOW,407,35-44,verified,0,1,1,0,2,4,11,1925.43,5,34,88,80,80,11,1925.43,Churned,1,85
U004301,WALLET_GO,55,55+,verified,0,1,0,0,1,2,9,6183.58,4,8,54,65,65,9,6183.58,Dormant,1,40
U004302,INSURE_IT,338,45-54,verified,1,0,0,0,1,31,52,5179.39,2,90,80,62,62,52,5179.39,Churned,0,464
U004303,LEND_NOW,649,55+,verified,1,0,0,0,1,41,5,916.39,2,16,87,66,66,5,916.39,Churned,0,674
U004304,PAY_CORP,143,55+,verified,1,0,0,0,1,18,28,8066.09,4,9,58,4,4,28,8066.09,Dormant,0,686
U004305,PAY_CORP,595,25-34,failed,1,0,0,0,1,14,55,873.33,5,52,84,72,72,55,873.33,Churned,0,240
U004306,INVEST_X,338,25-34,verified,1,1,0,0,2,16,18,5975.98,4,94,86,85,85,18,5975.98,Churned,0,463
U004307,LEND_NOW,391,18-24,verified,1,0,0,0,1,40,20,785.48,4,68,35,65,65,20,785.48,Dormant,0,268
U004308,INSURE_IT,472,35-44,verified,1,1,1,1,4,12,40,645.34,2,117,34,13,13,40,645.34,Dormant,0,629
U004309,INVEST_X,516,35-44,verified,1,1,0,1,3,42,6,507.01,3,41,43,35,35,6,507.01,Dormant,0,511
U004310,INVEST_X,469,18-24,pending,1,0,0,0,1,12,33,2554.36,4,22,56,96,96,33,2554.36,Dormant,0,581
U004311,WALLET_GO,101,45-54,verified,1,0,0,0,1,20,42,2511.47,2,12,37,35,35,42,2511.47,Dormant,0,535
U004312,PAY_CORP,233,45-54,verified,0,0,0,0,0,12,24,7382.14,1,6,50,45,45,24,7382.14,Dormant,1,36
U004313,WALLET_GO,613,35-44,verified,1,0,0,0,1,18,21,1653.47,0,105,50,107,107,21,1653.47,Dormant,1,145
U004314,PAY_CORP,57,25-34,failed,1,0,0,0,1,30,9,3326.5,2,37,50,14,14,9,3326.5,Dormant,0,379
U004315,INVEST_X,523,18-24,verified,1,0,0,0,1,14,12,6283.92,0,73,36,29,29,12,6283.92,Dormant,0,304
U004316,INSURE_IT,389,35-44,verified,1,0,0,1,2,1,17,577.41,5,74,28,103,103,17,577.41,At-Risk,0,562
U004317,WALLET_GO,112,18-24,verified,1,1,0,1,3,28,55,7778.69,4,107,20,28,28,55,7778.69,Champion,0,269
U004318,WALLET_GO,114,35-44,pending,1,0,0,0,1,31,9,2341.2,4,56,66,26,26,9,2341.2,Churned,1,61
U004319,LEND_NOW,706,25-34,verified,1,0,0,0,1,9,50,3392.37,5,74,18,13,13,50,3392.37,Active,0,252
U004320,WALLET_GO,51,25-34,pending,1,0,0,0,1,30,19,5601.67,2,25,13,108,108,19,5601.67,Champion,0,303
U004321,INVEST_X,45,25-34,failed,1,0,0,0,1,15,35,108.45,0,51,74,93,93,35,108.45,Churned,0,562
U004322,INVEST_X,41,35-44,verified,1,0,1,0,2,31,47,1218.05,4,20,78,89,89,47,1218.05,Churned,0,587
U004323,PAY_CORP,463,25-34,verified,0,0,1,0,1,13,29,9417.75,0,57,45,70,70,29,9417.75,Dormant,0,668
U004324,PAY_CORP,669,55+,failed,1,0,0,0,1,3,57,296.2,0,36,57,102,102,57,296.2,Dormant,0,300
U004325,INVEST_X,148,18-24,verified,1,0,0,0,1,16,6,2305.21,4,70,11,15,15,6,2305.21,Active,0,304
U004326,PAY_CORP,579,55+,pending,1,1,0,0,2,3,38,2804.39,1,116,10,14,14,38,2804.39,Active,0,619
U004327,WALLET_GO,526,18-24,pending,1,0,0,0,1,3,28,8563.68,3,9,49,76,76,28,8563.68,Dormant,0,642
U004328,WALLET_GO,188,25-34,verified,1,1,0,0,2,9,31,6614.32,1,116,39,45,45,31,6614.32,Dormant,1,116
U004329,INSURE_IT,78,55+,verified,0,1,1,0,2,23,24,931.92,2,32,61,58,58,24,931.92,Churned,0,713
U004330,PAY_CORP,366,35-44,verified,1,0,1,0,2,7,50,6994.08,2,20,75,69,69,50,6994.08,Churned,0,540
U004331,INSURE_IT,85,35-44,verified,1,0,1,1,3,4,30,5308.72,1,104,15,56,56,30,5308.72,Active,0,216
U004332,PAY_CORP,108,35-44,verified,1,0,0,0,1,17,50,2082.62,5,14,9,24,24,50,2082.62,Champion,0,292
U004333,LEND_NOW,351,25-34,pending,0,1,1,0,2,35,24,3821.09,1,119,88,48,48,24,3821.09,Churned,0,409
U004334,WALLET_GO,592,45-54,verified,1,1,1,0,3,13,2,372.94,3,72,17,118,118,2,372.94,Active,0,510
U004335,PAY_CORP,715,18-24,pending,1,0,1,0,2,18,31,4774.87,1,65,14,112,112,31,4774.87,Champion,0,373
U004336,PAY_CORP,463,45-54,verified,1,0,0,0,1,39,59,482.11,3,9,59,3,3,59,482.11,Dormant,1,158
U004337,PAY_CORP,220,55+,verified,1,1,0,0,2,33,34,6104.34,1,77,46,12,12,34,6104.34,Dormant,0,481
U004338,LEND_NOW,256,45-54,verified,1,1,1,0,3,19,56,1344.07,1,71,52,35,35,56,1344.07,Dormant,0,551
U004339,WALLET_GO,452,35-44,verified,0,1,1,0,2,5,5,201.95,1,92,2,25,25,5,201.95,Active,0,598
U004340,PAY_CORP,149,35-44,verified,1,0,0,0,1,29,40,406.57,5,107,87,6,6,40,406.57,Churned,1,62
U004341,PAY_CORP,387,35-44,pending,1,1,0,0,2,26,12,87.91,3,111,73,4,4,12,87.91,Churned,1,82
U004342,INVEST_X,560,25-34,verified,0,0,0,0,0,12,3,903.86,2,89,86,17,17,3,903.86,Churned,1,136
U004343,PAY_CORP,611,45-54,verified,1,0,1,0,2,8,27,1681.67,5,1,10,113,113,27,1681.67,Active,0,597
U004344,WALLET_GO,70,35-44,verified,1,1,1,0,3,12,39,214.93,4,91,13,52,52,39,214.93,Active,0,332
U004345,INSURE_IT,229,25-34,verified,1,0,0,0,1,26,54,8773.74,0,83,64,29,29,54,8773.74,Churned,0,216
U004346,WALLET_GO,205,45-54,verified,1,0,1,0,2,17,33,518.0,2,108,13,0,0,33,518.0,Champion,0,649
U004347,WALLET_GO,412,18-24,verified,1,0,0,1,2,19,56,1310.89,4,66,27,6,6,56,1310.89,Champion,0,713
U004348,LEND_NOW,157,45-54,verified,1,0,0,0,1,35,34,5624.04,1,52,37,69,69,34,5624.04,Dormant,1,109
U004349,WALLET_GO,685,45-54,verified,1,1,0,0,2,29,34,7877.79,0,19,45,108,108,34,7877.79,Dormant,0,432
U004350,PAY_CORP,662,25-34,verified,1,0,0,0,1,36,12,194.42,2,65,18,45,45,12,194.42,Champion,0,349
U004351,PAY_CORP,259,18-24,verified,1,1,0,0,2,4,34,1845.69,3,110,69,115,115,34,1845.69,Churned,1,145
U004352,INVEST_X,310,35-44,verified,1,1,0,0,2,31,58,5859.86,2,16,7,24,24,58,5859.86,Champion,0,509
U004353,PAY_CORP,333,25-34,pending,1,1,1,0,3,40,31,10922.94,1,81,86,92,92,31,10922.94,Churned,0,569
U004354,WALLET_GO,59,55+,verified,0,0,1,0,1,16,37,2342.66,5,61,86,46,46,37,2342.66,Churned,0,653
U004355,INVEST_X,643,18-24,verified,1,1,0,0,2,21,17,4110.65,0,45,15,76,76,17,4110.65,Champion,0,289
U004356,INSURE_IT,567,25-34,pending,1,1,0,0,2,12,54,467.16,1,41,61,83,83,54,467.16,Churned,0,426
U004357,LEND_NOW,259,18-24,verified,0,1,0,0,1,30,27,2303.09,0,3,75,31,31,27,2303.09,Churned,1,48
U004358,LEND_NOW,407,45-54,pending,1,1,0,0,2,24,23,2239.28,1,39,23,34,34,23,2239.28,Champion,0,412
U004359,WALLET_GO,292,35-44,pending,0,1,0,0,1,11,34,10371.4,1,64,19,33,33,34,10371.4,Active,1,70
U004360,PAY_CORP,187,45-54,verified,1,0,1,0,2,2,40,1981.69,3,70,76,33,33,40,1981.69,Churned,0,412
U004361,INVEST_X,239,55+,pending,1,0,0,0,1,32,51,1465.54,1,101,5,47,47,51,1465.54,Champion,0,663
U004362,INVEST_X,103,35-44,verified,0,0,1,0,1,24,32,4353.93,3,109,82,29,29,32,4353.93,Churned,1,149
U004363,INSURE_IT,588,25-34,failed,1,0,0,1,2,42,20,4134.22,1,102,75,67,67,20,4134.22,Churned,0,547
U004364,WALLET_GO,481,18-24,verified,0,1,0,0,1,10,18,6468.93,5,37,62,77,77,18,6468.93,Churned,1,29
U004365,PAY_CORP,671,45-54,verified,1,1,0,1,3,43,12,4111.27,1,116,27,55,55,12,4111.27,Champion,0,588
U004366,LEND_NOW,34,25-34,verified,1,0,1,0,2,21,16,14580.26,2,49,64,45,45,16,14580.26,Churned,1,78
U004367,INVEST_X,465,45-54,verified,1,0,0,0,1,35,8,1052.02,1,23,73,99,99,8,1052.02,Churned,0,396
U004368,PAY_CORP,416,45-54,verified,1,0,0,0,1,17,46,1741.69,1,1,31,89,89,46,1741.69,Dormant,1,35
U004369,LEND_NOW,460,35-44,verified,1,1,1,0,3,18,19,7796.58,5,97,80,58,58,19,7796.58,Churned,0,474
U004370,PAY_CORP,712,35-44,verified,1,0,0,0,1,29,58,614.25,2,77,68,111,111,58,614.25,Churned,1,8
U004371,PAY_CORP,299,55+,verified,1,0,0,1,2,8,30,157.42,4,94,55,83,83,30,157.42,Dormant,0,600
U004372,LEND_NOW,127,45-54,verified,1,0,0,0,1,37,6,5275.08,4,19,37,43,43,6,5275.08,Dormant,1,136
U004373,PAY_CORP,38,35-44,verified,1,0,0,0,1,11,59,6951.44,1,93,31,41,41,59,6951.44,Dormant,0,498
U004374,INVEST_X,369,25-34,verified,1,0,1,0,2,26,40,1352.58,0,64,3,60,60,40,1352.58,Champion,0,712
U004375,PAY_CORP,150,25-34,verified,1,0,0,0,1,33,11,3798.24,3,45,12,44,44,11,3798.24,Champion,0,471
U004376,WALLET_GO,127,25-34,verified,1,0,1,1,3,17,45,967.9,1,66,40,70,70,45,967.9,Dormant,0,698
U004377,PAY_CORP,131,55+,verified,0,0,1,1,2,12,2,84.63,2,65,15,97,97,2,84.63,Active,0,533
U004378,WALLET_GO,221,35-44,failed,1,0,1,0,2,29,5,10095.49,5,89,5,11,11,5,10095.49,Active,0,299
U004379,PAY_CORP,109,45-54,verified,1,1,1,1,4,12,16,8508.33,2,88,56,70,70,16,8508.33,Dormant,1,93
U004380,INVEST_X,365,18-24,verified,1,1,0,1,3,21,41,2806.61,2,13,11,44,44,41,2806.61,Champion,0,366
U004381,LEND_NOW,481,45-54,failed,1,0,0,0,1,12,36,1459.81,1,8,44,56,56,36,1459.81,Dormant,0,550
U004382,PAY_CORP,229,25-34,verified,1,0,0,1,2,26,19,15.26,4,54,50,26,26,19,15.26,Dormant,0,493
U004383,LEND_NOW,124,35-44,verified,1,0,0,0,1,14,57,8840.55,3,72,60,8,8,57,8840.55,Churned,0,221
U004384,WALLET_GO,424,18-24,verified,1,0,0,0,1,30,43,2613.16,4,108,50,47,47,43,2613.16,Dormant,0,552
U004385,INSURE_IT,89,45-54,pending,0,1,1,0,2,24,40,1549.53,0,81,6,110,110,40,1549.53,Champion,0,466
U004386,LEND_NOW,538,35-44,verified,1,0,0,0,1,3,2,6877.2,0,77,88,64,64,2,6877.2,Churned,0,370
U004387,PAY_CORP,293,25-34,verified,1,0,0,0,1,31,47,1598.82,2,59,23,69,69,47,1598.82,Champion,0,412
U004388,WALLET_GO,312,25-34,verified,1,0,0,0,1,31,8,1619.71,4,19,13,89,89,8,1619.71,Active,1,65
U004389,INVEST_X,201,25-34,verified,1,0,0,0,1,17,37,6176.83,4,107,16,70,70,37,6176.83,Champion,1,113
U004390,PAY_CORP,225,25-34,verified,1,1,0,1,3,24,16,7406.52,2,20,25,86,86,16,7406.52,Champion,0,262
U004391,WALLET_GO,130,18-24,failed,1,0,1,1,3,17,57,2971.62,5,99,83,44,44,57,2971.62,Churned,1,59
U004392,LEND_NOW,415,25-34,failed,1,0,1,0,2,24,58,2701.58,3,57,66,63,63,58,2701.58,Churned,0,410
U004393,INVEST_X,130,25-34,verified,1,0,0,0,1,37,35,1607.54,0,108,22,86,86,35,1607.54,Champion,0,277
U004394,LEND_NOW,499,25-34,pending,1,1,0,0,2,2,29,6970.14,5,14,21,30,30,29,6970.14,At-Risk,0,342
U004395,LEND_NOW,206,35-44,pending,0,0,0,0,0,8,40,628.63,2,96,4,51,51,40,628.63,Active,0,296
U004396,PAY_CORP,420,25-34,failed,1,0,0,0,1,27,52,4202.4,1,39,0,32,32,52,4202.4,Champion,0,220
U004397,WALLET_GO,400,18-24,pending,0,0,1,0,1,27,59,119.79,2,81,9,29,29,59,119.79,Champion,0,577
U004398,PAY_CORP,467,45-54,pending,0,0,0,0,0,31,55,3424.78,5,48,86,46,46,55,3424.78,Churned,0,691
U004399,WALLET_GO,553,25-34,verified,1,0,1,0,2,24,33,6491.78,3,115,47,76,76,33,6491.78,Dormant,0,667
U004400,WALLET_GO,416,35-44,verified,0,1,0,0,1,29,6,566.35,2,100,33,79,79,6,566.35,Dormant,1,106
U004401,WALLET_GO,618,55+,verified,0,0,0,0,0,20,14,2496.37,2,38,2,73,73,14,2496.37,Champion,0,219
U004402,PAY_CORP,208,45-54,verified,1,0,0,0,1,1,22,1853.04,5,43,89,66,66,22,1853.04,Churned,1,139
U004403,PAY_CORP,548,35-44,failed,1,0,0,0,1,40,56,5365.1,4,116,24,18,18,56,5365.1,Champion,0,297
U004404,LEND_NOW,266,35-44,failed,1,0,1,0,2,16,20,4288.55,0,22,39,39,39,20,4288.55,Dormant,0,236
U004405,INVEST_X,463,45-54,pending,1,0,0,0,1,0,33,439.09,3,32,52,66,66,33,439.09,Dormant,0,476
U004406,INSURE_IT,369,45-54,pending,1,0,1,0,2,28,44,1279.31,5,114,71,105,105,44,1279.31,Churned,1,175
U004407,LEND_NOW,656,18-24,verified,1,0,0,0,1,36,48,921.51,4,23,8,109,109,48,921.51,Champion,0,266
U004408,WALLET_GO,217,35-44,verified,1,1,0,0,2,14,14,229.13,1,48,36,0,0,14,229.13,Dormant,0,372
U004409,PAY_CORP,388,45-54,verified,1,0,0,1,2,18,24,11093.46,4,104,44,48,48,24,11093.46,Dormant,0,269
U004410,LEND_NOW,143,45-54,verified,1,1,0,0,2,43,53,180.01,3,22,31,115,115,53,180.01,Dormant,0,627
U004411,PAY_CORP,467,18-24,pending,1,0,0,0,1,37,57,10860.25,5,103,70,63,63,57,10860.25,Churned,0,409
U004412,WALLET_GO,55,25-34,verified,1,1,1,0,3,34,34,4552.82,3,114,5,66,66,34,4552.82,Champion,0,198
U004413,PAY_CORP,314,35-44,verified,0,1,0,0,1,20,47,4203.0,4,29,69,22,22,47,4203.0,Churned,0,585
U004414,PAY_CORP,36,25-34,verified,1,0,0,0,1,5,30,1834.38,1,96,11,32,32,30,1834.38,Active,0,292
U004415,WALLET_GO,255,35-44,verified,1,0,1,1,3,8,38,9386.89,0,44,18,86,86,38,9386.89,Active,0,382
U004416,INVEST_X,363,25-34,pending,1,0,1,0,2,37,59,2607.33,3,66,7,32,32,59,2607.33,Champion,0,572
U004417,PAY_CORP,258,25-34,pending,1,0,0,0,1,25,45,3466.79,4,17,16,24,24,45,3466.79,Champion,0,280
U004418,PAY_CORP,296,25-34,verified,1,0,0,0,1,19,46,3368.78,5,74,55,11,11,46,3368.78,Dormant,0,527
U004419,LEND_NOW,132,45-54,pending,0,1,1,0,2,43,49,3615.66,0,23,77,74,74,49,3615.66,Churned,1,24
U004420,LEND_NOW,523,45-54,verified,1,0,0,1,2,8,0,2476.74,2,83,78,70,70,0,2476.74,Churned,0,340
U004421,PAY_CORP,579,45-54,verified,1,1,0,1,3,4,51,4661.64,1,43,65,102,102,51,4661.64,Churned,1,89
U004422,INVEST_X,343,55+,verified,0,0,0,0,0,14,36,9469.39,1,106,60,73,73,36,9469.39,Churned,0,377
U004423,PAY_CORP,68,55+,pending,1,1,1,0,3,39,33,99.82,5,19,34,55,55,33,99.82,Dormant,0,487
U004424,INVEST_X,73,25-34,pending,1,0,0,0,1,39,56,2366.67,4,51,11,43,43,56,2366.67,Champion,0,198
U004425,LEND_NOW,495,18-24,verified,1,1,0,1,3,28,42,6477.91,5,17,73,34,34,42,6477.91,Churned,0,715
U004426,PAY_CORP,670,45-54,pending,1,1,0,0,2,6,35,1027.8,3,4,66,50,50,35,1027.8,Churned,1,142
U004427,PAY_CORP,626,35-44,pending,1,0,0,0,1,36,58,939.61,0,40,5,102,102,58,939.61,Champion,0,292
U004428,PAY_CORP,309,25-34,failed,1,0,0,0,1,38,34,18333.18,4,115,24,13,13,34,18333.18,Champion,1,116
U004429,PAY_CORP,373,55+,verified,1,1,0,1,3,37,34,4944.1,2,96,17,19,19,34,4944.1,Champion,0,440
U004430,LEND_NOW,142,25-34,verified,1,0,0,0,1,35,6,6073.7,0,91,62,40,40,6,6073.7,Churned,0,652
U004431,INSURE_IT,78,55+,verified,1,1,1,0,3,5,0,4422.53,5,105,55,39,39,0,4422.53,Dormant,1,172
U004432,WALLET_GO,558,35-44,pending,1,1,0,0,2,42,23,4010.37,5,23,26,51,51,23,4010.37,Champion,0,226
U004433,LEND_NOW,325,18-24,verified,1,1,0,0,2,17,0,2942.52,0,33,53,5,5,0,2942.52,Dormant,1,22
U004434,INVEST_X,372,45-54,verified,1,1,0,0,2,36,34,4361.78,1,35,86,96,96,34,4361.78,Churned,0,419
U004435,INVEST_X,266,45-54,failed,1,1,0,1,3,25,46,113.81,5,111,57,52,52,46,113.81,Dormant,0,689
U004436,WALLET_GO,246,35-44,verified,1,0,0,0,1,16,19,2486.14,0,116,46,14,14,19,2486.14,Dormant,0,213
U004437,PAY_CORP,710,35-44,verified,1,0,0,0,1,36,2,4716.17,5,0,63,8,8,2,4716.17,Churned,1,43
U004438,PAY_CORP,593,25-34,failed,1,1,0,0,2,13,52,2919.55,1,77,53,88,88,52,2919.55,Dormant,0,680
U004439,LEND_NOW,506,25-34,verified,1,0,0,0,1,13,40,4564.61,5,35,33,41,41,40,4564.61,Dormant,1,156
U004440,PAY_CORP,298,18-24,verified,1,1,0,0,2,8,5,644.17,2,28,59,89,89,5,644.17,Dormant,0,519
U004441,LEND_NOW,527,18-24,verified,1,0,1,0,2,43,53,2689.74,4,70,22,76,76,53,2689.74,Champion,0,230
U004442,WALLET_GO,264,25-34,verified,1,1,0,0,2,6,27,6047.91,1,13,31,22,22,27,6047.91,Dormant,0,453
U004443,INSURE_IT,385,35-44,verified,1,1,0,0,2,1,33,2638.68,3,107,56,79,79,33,2638.68,Dormant,1,62
U004444,PAY_CORP,130,18-24,verified,1,0,1,1,3,2,48,1546.25,4,39,35,95,95,48,1546.25,Dormant,1,90
U004445,LEND_NOW,519,35-44,verified,1,0,0,0,1,25,13,3123.48,5,106,86,106,106,13,3123.48,Churned,0,487
U004446,LEND_NOW,71,25-34,verified,1,1,1,0,3,4,11,11697.74,1,13,7,117,117,11,11697.74,Active,0,245
U004447,LEND_NOW,528,25-34,pending,1,0,0,0,1,29,55,1833.23,0,93,38,105,105,55,1833.23,Dormant,0,636
